,time,Previous (Departure) Region,Banadir,level_0,index,admin1,year,month,TA,PA,DL,TA_lag1,TA_lag2,TA_lag3,TA_lag4,TA_lag5,TA_lag6,PA_lag1,PA_lag2,PA_lag3,PA_lag4,PA_lag5,PA_lag6,DL_lag1,DL_lag2,DL_lag3,DL_lag4,DL_lag5,DL_lag6,conflicts,yr_mth,sum_disp,population_density,inv_distance,log_disp,x
37,2022-03,Bakool,0,1333,1454,Bakool,2022,3,1.0416475597356258,0.0678811359003665,10,1.181496841814472,1.054422718993279,0.8628358039352968,0.763590676708823,0.6044369918064462,0.6976746152970774,-0.2296161961933013,0.5924635795945545,0.5493644456310491,0.4191848196240749,0.1916000070509175,-0.3485112520638359,9.0,8.0,7.0,6.0,5.0,4.0,7,2022-03,2730,121.81299458937367,0.004339161252142711,-inf,1.624574894500938e-05
39,2022-03,Bari,0,1335,1454,Bari,2022,3,0.2876765002571668,0.2093499347707191,8,0.5502113359432181,0.7348934792241926,0.852973720850748,1.120914584509283,0.7618666341491416,0.6780374270023991,0.19931836669239,0.1059776927120519,0.0397719283588131,0.2362076364799005,0.2261675852022191,0.2405121695049659,7.0,6.0,5.0,4.0,3.0,2.0,9,2022-03,2069,73.34594574161682,0.00124865886735538,-inf,1.3299130957641022e-06
40,2022-03,Bay,11867,1336,1454,Bay,2022,3,0.8696776506105579,0.0550444624803402,45,1.1558620238130386,1.1702301978500431,1.0649904194846656,1.0880363053111974,0.8918031878183191,0.9100995182711524,-0.2702868204323352,0.5430375612074938,0.4919511648267749,0.348052528216713,0.0635840777328635,-0.410537538310712,44.0,43.0,42.0,41.0,40.0,39.0,15,2022-03,4920,116.63858187398264,0.0048678032659052834,9.38151671766514,2.5235489681685583e-05
41,2022-03,Galgaduud,26,1337,1454,Galgaduud,2022,3,0.5872532437387161,0.1787644719596218,8,0.7414601989933935,0.5390683642379399,0.2502380206873578,0.1938626792527827,0.0339553656566295,0.3625486811329599,0.2076155167797595,0.2345477880042063,0.1107831436936235,0.1467965885013168,0.1471661595411663,0.1348486054746306,7.0,6.0,5.0,4.0,3.0,2.0,11,2022-03,1916,58.70440169785496,0.003565472503646411,3.2580965380214817,3.1811744039681092e-06
42,2022-03,Gedo,0,1338,1454,Gedo,2022,3,0.9437898579483616,0.0919229307498458,45,1.176024154740842,1.208192724356865,1.1712979074965968,1.1960111860652232,1.058287721139021,1.0449222147621349,-0.3128949290373068,0.6873348159117371,0.5822494579152835,0.4029327574397971,0.1641017458128105,-0.4569077789064282,44.0,43.0,42.0,41.0,40.0,39.0,4,2022-03,9795,91.14472277786004,0.002616749249414958,-inf,8.020317923612781e-06
43,2022-03,Hiraan,102,1339,1454,Hiraan,2022,3,0.7004775718765291,0.1382000792579754,8,0.8513738924080079,0.7074664658997607,0.487568026514266,0.4014035983033094,0.2534979918103787,0.4376681087160884,0.1342251714945293,0.287697628442261,0.1834727729966705,0.1840254337699723,0.1309819575188882,0.0441621688582177,7.0,6.0,5.0,4.0,3.0,2.0,17,2022-03,0,56.80291916884319,0.006016509264782172,4.624972813284271,1.7649174519807165e-05
44,2022-03,Lower Juba,102,1340,1454,Lower Juba,2022,3,0.7771876684578174,-0.2089341710589485,165,1.1418586702350384,1.2923044623514308,1.3691994487692771,1.538599996036779,1.288544843974607,1.2482534520681692,0.2203692287191772,0.6198379672550162,0.5773334109127387,0.922478870971114,0.4011303979237886,0.1488567646994079,164.0,163.0,162.0,161.0,160.0,159.0,31,2022-03,7674,152.59457104729574,0.0023353638652866275,4.624972813284271,7.467510259225192e-06
45,2022-03,Lower Shabelle,8978,1341,1454,Lower Shabelle,2022,3,0.7232692759649582,0.1053495185729729,43,0.9880664689637804,0.9839379846427464,0.8769124767538071,0.951982268442661,0.7492373834195851,0.7886602955152776,0.0631539870673694,0.246131161855701,0.2108056632384981,0.1790550605294139,0.0558833163045725,-0.0565049901110351,42.0,41.0,40.0,39.0,38.0,37.0,34,2022-03,747,651.9581789477397,0.008508246593928818,9.102532419341877,6.347992227986289e-05
46,2022-03,Middle Juba,0,1342,1454,Middle Juba,2022,3,0.8444842129775667,-0.0068129799322947,165,1.1813969665573347,1.2412508889579938,1.2455684113023788,1.4102474513527814,1.1796885338849348,1.1567814956301454,-0.0613051015750227,0.3711581976814715,0.3837113155695925,0.3915602231105315,0.1678835701430376,-0.0853499057597849,164.0,163.0,162.0,161.0,160.0,159.0,0,2022-03,1908,71.57637084443164,0.0031030528715675202,-inf,1.1993499915751604e-05
47,2022-03,Middle Shabelle,477,1343,1454,Middle Shabelle,2022,3,0.3458029066401339,0.1275279286925687,8,0.4448583611248862,0.3808112643155104,0.2260327148969038,0.1957858774471379,0.1248510715374576,0.2564923891016407,0.1777708987015868,0.1791411821595466,0.1070071270260876,0.1171268113369072,0.0742876805249436,0.0852958225854196,7.0,6.0,5.0,4.0,3.0,2.0,10,2022-03,1407,198.4086833984086,0.009785907225679898,6.167516490888341,2.1645792440633082e-05
48,2022-03,Mudug,48,1344,1454,Mudug,2022,3,0.470268185176852,0.1851848641184435,5,0.6422945436739754,0.453452928433778,0.1393336171746055,0.1306706375076662,-0.077514577864589,0.3372246430321975,0.1842036176883258,0.1345613667310362,0.0632129805140632,0.2036611554941206,0.226562483429295,0.2327336772430206,4.0,3.0,2.0,1.0,0.0,2.0,5,2022-03,6516,86.98840946186222,0.002220736057353776,3.8712010109078907,6.871472298205125e-07
49,2022-03,Nugaal,0,1345,1454,Nugaal,2022,3,0.6525291932788249,0.2185670737517008,5,0.9180677454801816,0.699843359740576,0.3285845914808786,0.3132471656021008,-0.0551951011854318,0.4719745375071879,0.2094031618567795,0.1139399752578671,0.0455698636885864,0.2369268966034977,0.2620036209329585,0.2754573657847433,4.0,3.0,2.0,1.0,0.0,2.0,1,2022-03,487,23.889637414148865,0.0016594524274810532,-inf,9.048504514831732e-07
50,2022-03,Sanaag,0,1346,1454,Sanaag,2022,3,1.3239006270169915,0.0682805278398302,8,1.578739854612722,1.2461636353679828,0.9159941792265692,0.9178172449821042,0.4777876606578908,0.9875053572566664,0.0585135955062028,0.052559376182004,0.0556622316736382,0.0991973368265734,0.1078463782343433,0.063488065981665,7.0,6.0,5.0,4.0,3.0,2.0,1,2022-03,905,27.283835937866325,0.0014701577646401877,-inf,1.97979670847627e-06
51,2022-03,Sool,0,1347,1454,Sool,2022,3,1.333713313264574,0.1441526834600773,8,1.5186932569831049,1.1080530229873429,0.6680752325802594,0.6369192936815411,0.2434857352115295,0.8681247162395166,0.1348152190404009,0.0800894666180937,0.0468585684891949,0.1879169981718459,0.2054640465564217,0.1952241718424453,7.0,6.0,5.0,4.0,3.0,2.0,1,2022-03,475,26.17589280906721,0.0017204192404835263,-inf,1.9773973750794413e-06
52,2022-03,Togdheer,0,1348,1454,Togdheer,2022,3,1.8406100524609743,-0.0063136829405922,8,1.758926359579594,1.1395093137598202,0.7508382147884904,0.787171135352772,0.5399053070746052,1.1163843121607335,-0.0181877567572241,-0.0041191792355541,-0.0213620682036838,-0.016666553010298,0.0622345030002352,-0.0025401155873642,7.0,6.0,5.0,4.0,3.0,2.0,0,2022-03,10972,69.21938048234784,0.001820272428158295,-inf,2.4878211184686293e-06
53,2022-03,Woqooyi Galbeed,0,1349,1454,Woqooyi Galbeed,2022,3,1.9256720267282188,-0.1846413737585071,8,1.7384902429898124,1.140915197240828,0.8507555628503026,0.9173600092014028,0.7252721090910278,1.1873799707452593,-0.2262913291501256,-0.1729951268092957,-0.2025253778569082,-0.1732776226910705,0.0722083389906655,-0.0325832369645388,7.0,6.0,5.0,4.0,3.0,2.0,0,2022-03,118,116.93772861785706,0.0016107324240856426,-inf,2.2072503774939e-06
54,2022-04,Awdal,0,1350,1455,Awdal,2022,4,1.7803344194653088,-0.0270016073756892,9,1.8384198458033505,1.647860668328938,1.2021176687602484,1.006870744127056,1.1097765445410086,0.9340698740481548,-0.2755896053521825,-0.3285961509947575,-0.2385481742207353,-0.2628333875893948,-0.1857964102298976,0.1049327833780607,8.0,7.0,6.0,5.0,4.0,3.0,0,2022-04,691,166.68480685728628,0.0014060378073769858,-inf,2.3765172879111044e-06
55,2022-04,Bakool,0,1351,1455,Bakool,2022,4,0.9876206429961768,1.0477289102449832,11,1.0416475597356258,1.181496841814472,1.054422718993279,0.8628358039352968,0.763590676708823,0.6044369918064462,0.0678811359003665,-0.2296161961933013,0.5924635795945545,0.5493644456310491,0.4191848196240749,0.1916000070509175,10.0,9.0,8.0,7.0,6.0,5.0,8,2022-04,1084,121.81299458937367,0.004339161252142711,-inf,1.9853008760822747e-05
57,2022-04,Bari,0,1353,1455,Bari,2022,4,0.1840005142358764,0.2286141569994982,9,0.2876765002571668,0.5502113359432181,0.7348934792241926,0.852973720850748,1.120914584509283,0.7618666341491416,0.2093499347707191,0.19931836669239,0.1059776927120519,0.0397719283588131,0.2362076364799005,0.2261675852022191,8.0,7.0,6.0,5.0,4.0,3.0,2,2022-04,1817,73.34594574161682,0.00124865886735538,-inf,1.1458084090059701e-06
58,2022-04,Bay,2425,1354,1455,Bay,2022,4,0.9878518872665276,0.9828797309496704,46,0.8696776506105579,1.1558620238130386,1.1702301978500431,1.0649904194846656,1.0880363053111974,0.8918031878183191,0.0550444624803402,-0.2702868204323352,0.5430375612074938,0.4919511648267749,0.348052528216713,0.0635840777328635,45.0,44.0,43.0,42.0,41.0,40.0,22,2022-04,739,116.63858187398264,0.0048678032659052834,7.793586803371583,2.772919975874661e-05
59,2022-04,Galgaduud,41,1355,1455,Galgaduud,2022,4,0.4216031332743106,0.2305549447788159,9,0.5872532437387161,0.7414601989933935,0.5390683642379399,0.2502380206873578,0.1938626792527827,0.0339553656566295,0.1787644719596218,0.2076155167797595,0.2345477880042063,0.1107831436936235,0.1467965885013168,0.1471661595411663,8.0,7.0,6.0,5.0,4.0,3.0,12,2022-04,3614,58.70440169785496,0.003565472503646411,3.7135720667043075,6.852957346738352e-06
60,2022-04,Gedo,0,1356,1455,Gedo,2022,4,1.0343991542002116,1.411070887561925,46,0.9437898579483616,1.176024154740842,1.208192724356865,1.1712979074965968,1.1960111860652232,1.058287721139021,0.0919229307498458,-0.3128949290373068,0.6873348159117371,0.5822494579152835,0.4029327574397971,0.1641017458128105,45.0,44.0,43.0,42.0,41.0,40.0,5,2022-04,2886,91.14472277786004,0.002616749249414958,-inf,8.272950630509068e-06
61,2022-04,Hiraan,37,1357,1455,Hiraan,2022,4,0.6193872592895215,0.3369761194113926,9,0.7004775718765291,0.8513738924080079,0.7074664658997607,0.487568026514266,0.4014035983033094,0.2534979918103787,0.1382000792579754,0.1342251714945293,0.287697628442261,0.1834727729966705,0.1840254337699723,0.1309819575188882,8.0,7.0,6.0,5.0,4.0,3.0,8,2022-04,165,56.80291916884319,0.006016509264782172,3.6109179126442243,2.5609142611017256e-05
62,2022-04,Lower Juba,22,1358,1455,Lower Juba,2022,4,1.0435168369666117,0.297939702500302,166,0.7771876684578174,1.1418586702350384,1.2923044623514308,1.3691994487692771,1.538599996036779,1.288544843974607,-0.2089341710589485,0.2203692287191772,0.6198379672550162,0.5773334109127387,0.922478870971114,0.4011303979237886,165.0,164.0,163.0,162.0,161.0,160.0,34,2022-04,1688,152.59457104729574,0.0023353638652866275,3.0910424533583156,7.048130817848416e-06
