time,admin1,tmx,pre,conflicts
1998-07,Banadir,32.35,0.27849999999999997,0.0
1998-07,Bari,36.297916,0.28916666,0.0
1998-07,Bay,33.951427,0.23285714,0.0
1998-07,Galgaduud,34.39,0.21647058,0.0
1998-07,Gedo,33.79286,0.20285715,0.0
1998-07,Hiraan,35.121815,0.18272728,0.0
1998-07,Lower Juba,32.184116,0.6588235,0.0
1998-07,Lower Shabelle,32.912,0.253,0.0
1998-07,Middle Juba,33.503998,0.282,0.0
1998-07,Middle Shabelle,31.788,0.304,0.0
1998-07,Mudug,34.785297,0.17470588,0.0
1998-07,Nugaal,34.294,0.117,0.0
1998-07,Sanaag,34.79111,0.3466667,0.0
1998-07,Sool,33.975834,0.19500001,0.0
1998-07,Togdheer,33.671,0.19200002,0.0
1998-07,Woqooyi Galbeed,36.821003,0.274,0.0
1998-08,Awdal,38.864998,0.89,0.0
1998-08,Bakool,35.81375,0.15625,0.0
1998-08,Banadir,32.786497499999996,0.23299999999999998,1.0
1998-08,Bari,35.648335,0.5083333,0.0
1998-08,Bay,35.54786,0.31785712,2.0
1998-08,Galgaduud,35.736473,0.12470587,0.0
1998-08,Gedo,35.561428,0.18285714,0.0
1998-08,Hiraan,36.545456,0.16454545,0.0
1998-08,Lower Juba,33.517647,0.2164706,0.0
1998-08,Lower Shabelle,33.394997,0.244,0.0
1998-08,Middle Juba,34.728,0.23400001,0.0
1998-08,Middle Shabelle,32.177998,0.222,0.0
1998-08,Mudug,35.60706,0.09352941,0.0
1998-08,Nugaal,35.026,0.134,0.0
1998-08,Sanaag,34.379997,0.46444443,0.0
1998-08,Sool,35.128338,0.26083332,0.0
1998-08,Togdheer,34.649,0.261,0.0
1998-08,Woqooyi Galbeed,36.092,0.596,0.0
1998-09,Awdal,38.934998,1.2975,0.0
1998-09,Bakool,36.6075,0.31625003,0.0
1998-09,Banadir,34.397503,0.0815,3.0
1998-09,Bari,37.501667,0.4179167,0.0
1998-09,Bay,36.899284,0.4642857,0.0
1998-09,Galgaduud,36.45294,0.07647059,0.0
1998-09,Gedo,36.864998,0.20714286,0.0
1998-09,Hiraan,37.496365,0.08,0.0
1998-09,Lower Juba,34.84,0.08529412,0.0
1998-09,Lower Shabelle,35.231003,0.163,0.0
1998-09,Middle Juba,36.092,0.082,0.0
1998-09,Middle Shabelle,33.564003,0.0,0.0
1998-09,Mudug,36.652943,0.11647059,0.0
